Invoice_ID,Client_Name,Region,Invoice_Amount,Payment_Status,Due_Date,Payment_Date,Delay_Days
INV0333,Omega Inc,South,33348,Paid,2024-01-10,2024-01-19,9.0
INV0334,XYZ Corp,South,44302,Pending,2024-01-07,,
INV0335,Delta Ltd,East,3738,Pending,2024-02-17,,
INV0336,XYZ Corp,West,14222,Paid,2024-02-19,2024-02-15,-4.0
INV0337,Alpha Co,West,33538,Paid,2024-02-11,2024-02-17,6.0
INV0338,Omega Inc,West,3552,Paid,2024-02-13,2024-02-16,3.0
INV0339,Delta Ltd,West,31821,Paid,2024-01-24,2024-01-30,6.0
INV0340,Omega Inc,West,33983,Paid,2024-01-06,2024-01-12,6.0
INV0341,Delta Ltd,West,39472,Paid,2024-02-13,2024-02-09,-4.0
INV0342,Alpha Co,East,45919,Paid,2024-02-05,2024-02-05,0.0
INV0343,ABC Pvt Ltd,East,41646,Paid,2024-01-09,2024-01-10,1.0
INV0344,Alpha Co,East,32356,Paid,2024-01-02,2024-01-03,1.0
INV0345,Omega Inc,North,27515,Paid,2024-02-03,2024-02-04,1.0
INV0346,Alpha Co,North,10864,Paid,2024-01-16,2024-01-25,9.0
INV0347,Omega Inc,South,40964,Paid,2024-02-18,2024-02-23,5.0
INV0348,ABC Pvt Ltd,West,22650,Pending,2024-01-13,,
INV0349,Omega Inc,North,18963,Pending,2024-01-18,,
INV0350,XYZ Corp,South,22035,Pending,2024-02-19,,
INV0351,Omega Inc,South,44690,Paid,2024-01-05,2023-12-31,-5.0
INV0352,Omega Inc,South,16818,Paid,2024-02-01,2024-02-02,1.0
INV0353,Alpha Co,East,3234,Pending,2024-01-24,,
INV0354,Delta Ltd,South,24505,Paid,2024-01-04,2024-01-06,2.0
INV0355,XYZ Corp,North,49860,Pending,2024-01-29,,
INV0356,Delta Ltd,North,25856,Paid,2024-02-25,2024-02-20,-5.0
INV0357,Delta Ltd,South,11939,Pending,2024-02-23,,
INV0358,Alpha Co,South,39653,Pending,2024-02-28,,
INV0359,ABC Pvt Ltd,South,44658,Paid,2024-01-14,2024-01-16,2.0
INV0360,ABC Pvt Ltd,South,34056,Pending,2024-01-13,,
INV0361,Delta Ltd,South,23469,Paid,2024-02-15,2024-02-23,8.0
INV0362,Delta Ltd,South,31895,Pending,2024-02-22,,
INV0363,Omega Inc,South,8876,Pending,2024-02-26,,
INV0364,ABC Pvt Ltd,West,33832,Pending,2024-02-12,,
INV0365,Alpha Co,North,40095,Paid,2024-02-16,2024-02-23,7.0
INV0366,Delta Ltd,West,32041,Paid,2024-01-08,2024-01-10,2.0
INV0367,Delta Ltd,West,47609,Paid,2024-02-11,2024-02-10,-1.0
INV0368,Omega Inc,West,30000,Pending,2024-01-07,,
INV0369,ABC Pvt Ltd,South,43205,Paid,2024-01-25,2024-02-02,8.0
INV0370,ABC Pvt Ltd,South,5414,Pending,2024-01-09,,
INV0371,Delta Ltd,North,44134,Paid,2024-01-12,2024-01-12,0.0
INV0372,Alpha Co,North,34788,Pending,2024-02-14,,
INV0373,XYZ Corp,North,32328,Paid,2024-01-18,2024-01-20,2.0
INV0374,Delta Ltd,North,34642,Pending,2024-01-19,,
INV0375,Omega Inc,North,14339,Pending,2024-01-11,,
INV0376,Omega Inc,South,9483,Pending,2024-01-13,,
INV0377,Alpha Co,West,24655,Pending,2024-01-14,,
INV0378,Omega Inc,East,15995,Paid,2024-02-13,2024-02-11,-2.0
INV0379,Alpha Co,East,29140,Paid,2024-01-26,2024-01-25,-1.0
INV0380,Omega Inc,East,1008,Pending,2024-01-11,,
INV0381,ABC Pvt Ltd,South,49936,Pending,2024-02-19,,
INV0382,Delta Ltd,South,39951,Paid,2024-01-10,2024-01-07,-3.0
INV0383,Delta Ltd,South,48714,Pending,2024-02-09,,
INV0384,XYZ Corp,East,32506,Paid,2024-02-24,2024-02-28,4.0
INV0385,XYZ Corp,East,3729,Paid,2024-02-27,2024-03-02,4.0
INV0386,Alpha Co,West,39243,Pending,2024-01-06,,
INV0387,Omega Inc,East,28087,Pending,2024-01-19,,
INV0388,XYZ Corp,West,7014,Pending,2024-01-23,,
INV0389,Delta Ltd,South,14581,Pending,2024-01-15,,
INV0390,Delta Ltd,South,40566,Pending,2024-01-02,,
INV0391,Omega Inc,South,9956,Paid,2024-02-05,2024-02-12,7.0
INV0392,Omega Inc,North,8933,Pending,2024-01-06,,
INV0393,XYZ Corp,West,3478,Pending,2024-01-27,,
INV0394,Alpha Co,East,23321,Pending,2024-01-31,,
INV0395,XYZ Corp,East,41547,Paid,2024-02-23,2024-03-02,8.0
INV0396,Delta Ltd,East,21441,Paid,2024-01-17,2024-01-21,4.0
INV0397,XYZ Corp,West,21447,Pending,2024-01-18,,
INV0398,ABC Pvt Ltd,East,10215,Pending,2024-02-09,,
INV0399,Omega Inc,South,29963,Paid,2024-01-18,2024-01-20,2.0
INV0400,Delta Ltd,South,1631,Pending,2024-01-07,,
INV0401,Omega Inc,East,46323,Paid,2024-01-23,2024-02-01,9.0
INV0402,ABC Pvt Ltd,East,13264,Pending,2024-01-24,,
INV0403,Omega Inc,East,35921,Paid,2024-01-15,2024-01-11,-4.0
INV0404,Alpha Co,South,9319,Paid,2024-01-16,2024-01-22,6.0
INV0405,Delta Ltd,South,6261,Pending,2024-01-10,,
INV0406,Alpha Co,West,4630,Paid,2024-01-02,2024-01-10,8.0
INV0407,ABC Pvt Ltd,East,37209,Pending,2024-01-04,,
INV0408,Alpha Co,West,12497,Pending,2024-01-02,,
INV0409,XYZ Corp,East,16345,Paid,2024-01-26,2024-01-21,-5.0
INV0410,Alpha Co,North,14014,Paid,2024-02-21,2024-02-26,5.0
INV0411,Alpha Co,North,12253,Pending,2024-02-22,,
INV0412,Omega Inc,North,13566,Paid,2024-02-10,2024-02-09,-1.0
INV0413,ABC Pvt Ltd,North,12830,Pending,2024-01-18,,
INV0414,Omega Inc,North,30136,Paid,2024-02-04,2024-02-08,4.0
INV0415,Alpha Co,North,22329,Paid,2024-02-11,2024-02-14,3.0
INV0416,Omega Inc,South,6433,Paid,2024-02-04,2024-02-01,-3.0
INV0417,XYZ Corp,South,20165,Pending,2024-02-17,,
INV0418,Alpha Co,South,8598,Pending,2024-02-02,,
INV0419,ABC Pvt Ltd,North,28223,Paid,2024-01-24,2024-01-31,7.0
INV0420,Alpha Co,West,3073,Paid,2024-02-06,2024-02-14,8.0
INV0421,Alpha Co,West,26553,Paid,2024-01-07,2024-01-12,5.0
INV0422,Alpha Co,North,21925,Paid,2024-01-03,2023-12-30,-4.0
INV0423,Alpha Co,South,38994,Paid,2024-02-03,2024-01-30,-4.0
INV0424,ABC Pvt Ltd,South,10709,Pending,2024-02-03,,
INV0425,Alpha Co,South,17500,Pending,2024-02-15,,
INV0426,Delta Ltd,North,48492,Pending,2024-01-26,,
INV0427,Omega Inc,East,19189,Paid,2024-02-03,2024-02-05,2.0
INV0428,ABC Pvt Ltd,South,47993,Paid,2024-01-27,2024-01-31,4.0
INV0429,XYZ Corp,East,20660,Paid,2024-02-27,2024-02-24,-3.0
INV0430,Omega Inc,West,16071,Paid,2024-01-21,2024-01-17,-4.0
INV0431,XYZ Corp,North,43717,Paid,2024-01-12,2024-01-19,7.0
INV0432,XYZ Corp,North,44388,Pending,2024-02-08,,
INV0433,Delta Ltd,South,39826,Pending,2024-01-18,,
INV0434,XYZ Corp,North,3467,Paid,2024-01-15,2024-01-20,5.0
INV0435,Delta Ltd,South,47638,Paid,2024-01-12,2024-01-07,-5.0
INV0436,Omega Inc,South,9573,Pending,2024-02-10,,
INV0437,Delta Ltd,East,21605,Pending,2024-02-21,,
INV0438,Alpha Co,South,32165,Paid,2024-02-23,2024-02-20,-3.0
INV0439,ABC Pvt Ltd,West,2337,Pending,2024-01-29,,
INV0440,ABC Pvt Ltd,North,14829,Paid,2024-02-21,2024-02-20,-1.0
INV0441,Alpha Co,South,26670,Pending,2024-02-12,,
INV0442,Omega Inc,East,41415,Pending,2024-01-19,,
INV0443,Alpha Co,North,18130,Paid,2024-02-23,2024-02-18,-5.0
INV0444,ABC Pvt Ltd,West,37266,Paid,2024-02-25,2024-02-24,-1.0
INV0445,ABC Pvt Ltd,West,15152,Pending,2024-02-04,,
INV0446,ABC Pvt Ltd,East,38765,Pending,2024-01-18,,
INV0447,Delta Ltd,East,42798,Paid,2024-01-08,2024-01-14,6.0
INV0448,XYZ Corp,West,8819,Paid,2024-01-07,2024-01-08,1.0
INV0449,Delta Ltd,South,36811,Pending,2024-01-30,,
INV0450,Omega Inc,South,22004,Pending,2024-01-03,,
INV0451,Alpha Co,West,27836,Pending,2024-02-06,,
INV0452,Omega Inc,North,45285,Paid,2024-01-20,2024-01-24,4.0
INV0453,Delta Ltd,East,49517,Pending,2024-01-18,,
INV0454,Delta Ltd,North,32866,Pending,2024-01-11,,
INV0455,Alpha Co,North,23047,Pending,2024-01-29,,
INV0456,Omega Inc,East,43955,Pending,2024-01-22,,
INV0457,Omega Inc,North,23611,Paid,2024-01-05,2024-01-09,4.0
INV0458,XYZ Corp,West,21277,Pending,2024-02-21,,
INV0459,XYZ Corp,West,39480,Paid,2024-01-26,2024-01-24,-2.0
INV0460,XYZ Corp,East,14734,Pending,2024-01-23,,
INV0461,Omega Inc,South,23371,Pending,2024-01-06,,
INV0462,Delta Ltd,West,49931,Pending,2024-02-16,,
INV0463,Omega Inc,East,44686,Pending,2024-02-05,,
INV0464,ABC Pvt Ltd,West,43212,Pending,2024-01-23,,
INV0465,ABC Pvt Ltd,North,11414,Pending,2024-01-07,,
INV0466,Alpha Co,West,32104,Pending,2024-01-31,,
INV0467,XYZ Corp,South,6572,Paid,2024-02-25,2024-02-24,-1.0
INV0468,Alpha Co,North,23824,Paid,2024-01-15,2024-01-19,4.0
INV0469,Alpha Co,West,48865,Paid,2024-02-21,2024-02-20,-1.0
INV0470,Omega Inc,West,4888,Paid,2024-02-02,2024-02-06,4.0
INV0471,Delta Ltd,East,45308,Paid,2024-01-17,2024-01-20,3.0
INV0472,XYZ Corp,North,8494,Paid,2024-02-06,2024-02-13,7.0
INV0473,ABC Pvt Ltd,West,48454,Pending,2024-01-09,,
INV0474,Omega Inc,North,11782,Paid,2024-02-14,2024-02-13,-1.0
INV0475,ABC Pvt Ltd,South,39013,Pending,2024-01-26,,
INV0476,XYZ Corp,West,33692,Paid,2024-01-12,2024-01-16,4.0
INV0477,ABC Pvt Ltd,West,30159,Paid,2024-01-24,2024-01-22,-2.0
INV0478,ABC Pvt Ltd,South,46287,Paid,2024-01-28,2024-02-02,5.0
INV0479,ABC Pvt Ltd,North,31435,Pending,2024-01-28,,
INV0480,ABC Pvt Ltd,West,8726,Paid,2024-01-07,2024-01-04,-3.0
INV0481,XYZ Corp,East,20204,Pending,2024-02-12,,
INV0482,ABC Pvt Ltd,South,27491,Paid,2024-02-17,2024-02-21,4.0
INV0483,Delta Ltd,North,31107,Pending,2024-01-06,,
INV0484,Alpha Co,West,44487,Paid,2024-01-30,2024-01-25,-5.0
INV0485,Delta Ltd,West,27257,Pending,2024-01-08,,
INV0486,ABC Pvt Ltd,West,19316,Pending,2024-02-17,,
INV0487,XYZ Corp,West,41636,Pending,2024-02-26,,
INV0488,ABC Pvt Ltd,South,18004,Paid,2024-01-10,2024-01-16,6.0
INV0489,Omega Inc,East,29959,Paid,2024-01-21,2024-01-21,0.0
INV0490,XYZ Corp,South,8930,Paid,2024-01-11,2024-01-17,6.0
INV0491,Omega Inc,West,36295,Pending,2024-02-10,,
INV0492,ABC Pvt Ltd,East,44233,Paid,2024-01-08,2024-01-10,2.0
INV0493,Delta Ltd,South,40127,Paid,2024-01-20,2024-01-18,-2.0
INV0494,Delta Ltd,West,25344,Pending,2024-01-16,,
INV0495,Alpha Co,East,42905,Pending,2024-01-21,,
INV0496,Delta Ltd,South,22904,Paid,2024-01-28,2024-01-28,0.0
INV0497,ABC Pvt Ltd,West,28792,Pending,2024-02-15,,
INV0498,ABC Pvt Ltd,North,18147,Paid,2024-01-07,2024-01-15,8.0
INV0499,Omega Inc,East,38625,Pending,2024-02-24,,
INV0500,Alpha Co,West,5242,Pending,2024-01-16,,
INV0501,Omega Inc,East,6296,Pending,2024-01-28,,
INV0502,XYZ Corp,South,31903,Pending,2024-01-29,,
INV0503,Alpha Co,South,25307,Paid,2024-02-17,2024-02-24,7.0
INV0504,Omega Inc,East,30708,Pending,2024-01-29,,
INV0505,Alpha Co,East,16011,Pending,2024-02-17,,
INV0506,Alpha Co,North,10493,Paid,2024-02-18,2024-02-25,7.0
INV0507,XYZ Corp,East,38038,Paid,2024-01-07,2024-01-10,3.0
INV0508,Alpha Co,South,7419,Paid,2024-01-12,2024-01-21,9.0
INV0509,XYZ Corp,East,36886,Paid,2024-02-09,2024-02-15,6.0
INV0510,Alpha Co,South,31671,Paid,2024-01-24,2024-02-02,9.0
INV0511,Delta Ltd,North,23047,Pending,2024-01-12,,
INV0512,XYZ Corp,East,20845,Paid,2024-02-19,2024-02-28,9.0
INV0513,XYZ Corp,North,47747,Pending,2024-01-28,,
INV0514,Omega Inc,South,20835,Pending,2024-02-16,,
INV0515,ABC Pvt Ltd,South,32535,Pending,2024-01-06,,
INV0516,ABC Pvt Ltd,North,17490,Paid,2024-02-27,2024-02-22,-5.0
INV0517,Omega Inc,East,32085,Paid,2024-01-21,2024-01-21,0.0
INV0518,Alpha Co,West,22233,Pending,2024-01-25,,
INV0519,XYZ Corp,North,46256,Paid,2024-02-18,2024-02-19,1.0
INV0520,Alpha Co,West,13844,Pending,2024-01-18,,
INV0521,ABC Pvt Ltd,North,21649,Paid,2024-02-22,2024-02-17,-5.0
INV0522,XYZ Corp,South,11523,Pending,2024-01-14,,
INV0523,XYZ Corp,North,11351,Paid,2024-02-02,2024-02-06,4.0
INV0524,XYZ Corp,South,45191,Paid,2024-02-08,2024-02-12,4.0
INV0525,Omega Inc,South,49712,Pending,2024-01-17,,
INV0526,Omega Inc,West,27696,Paid,2024-01-09,2024-01-08,-1.0
INV0527,Omega Inc,South,13783,Paid,2024-01-21,2024-01-26,5.0
INV0528,Delta Ltd,South,1722,Paid,2024-02-14,2024-02-14,0.0
INV0529,Delta Ltd,East,49250,Paid,2024-02-03,2024-02-12,9.0
INV0530,XYZ Corp,South,12852,Paid,2024-01-05,2023-12-31,-5.0
INV0531,Omega Inc,West,47898,Paid,2024-01-28,2024-01-26,-2.0
INV0532,Alpha Co,East,25203,Paid,2024-02-20,2024-02-28,8.0
INV0533,Alpha Co,East,24577,Pending,2024-01-14,,
INV0534,Delta Ltd,South,46710,Pending,2024-02-11,,
INV0535,Delta Ltd,South,42541,Pending,2024-01-23,,
INV0536,XYZ Corp,West,17354,Paid,2024-01-04,2024-01-05,1.0
INV0537,Alpha Co,North,3694,Paid,2024-02-27,2024-02-24,-3.0
INV0538,Alpha Co,West,15358,Paid,2024-02-05,2024-01-31,-5.0
INV0539,ABC Pvt Ltd,West,25089,Pending,2024-02-24,,
INV0540,Delta Ltd,North,25582,Paid,2024-02-03,2024-02-05,2.0
INV0541,ABC Pvt Ltd,South,39692,Pending,2024-02-28,,
INV0542,Delta Ltd,East,23985,Paid,2024-01-20,2024-01-19,-1.0
INV0543,Omega Inc,West,42902,Paid,2024-01-06,2024-01-15,9.0
INV0544,Alpha Co,North,4152,Paid,2024-02-12,2024-02-08,-4.0
INV0545,Omega Inc,South,47156,Pending,2024-01-12,,
INV0546,Omega Inc,North,26064,Paid,2024-01-27,2024-01-30,3.0
INV0547,Omega Inc,West,2996,Paid,2024-02-16,2024-02-18,2.0
INV0548,Delta Ltd,South,14363,Paid,2024-01-17,2024-01-21,4.0
INV0549,Alpha Co,West,30540,Pending,2024-01-16,,
INV0550,ABC Pvt Ltd,North,30599,Paid,2024-01-13,2024-01-08,-5.0
INV0551,ABC Pvt Ltd,North,19317,Pending,2024-01-30,,
INV0552,ABC Pvt Ltd,East,43288,Paid,2024-01-23,2024-01-21,-2.0
INV0553,XYZ Corp,North,36026,Paid,2024-01-03,2023-12-31,-3.0
INV0554,XYZ Corp,East,21172,Pending,2024-02-13,,
INV0555,ABC Pvt Ltd,West,12706,Pending,2024-01-24,,
INV0556,Omega Inc,East,47025,Paid,2024-02-06,2024-02-07,1.0
INV0557,Alpha Co,North,14788,Paid,2024-01-22,2024-01-17,-5.0
INV0558,Delta Ltd,South,35616,Pending,2024-01-03,,
INV0559,Omega Inc,East,44357,Paid,2024-02-01,2024-01-30,-2.0
INV0560,XYZ Corp,North,39223,Paid,2024-02-04,2024-02-13,9.0
INV0561,Delta Ltd,South,16051,Pending,2024-01-17,,
INV0562,Omega Inc,South,38778,Pending,2024-02-09,,
INV0563,ABC Pvt Ltd,South,28366,Pending,2024-02-06,,
INV0564,Delta Ltd,East,22188,Pending,2024-01-21,,
INV0565,ABC Pvt Ltd,West,32758,Paid,2024-02-04,2024-02-02,-2.0
INV0566,ABC Pvt Ltd,South,6489,Paid,2024-01-26,2024-01-29,3.0
INV0567,XYZ Corp,West,13298,Paid,2024-01-08,2024-01-06,-2.0
INV0568,Omega Inc,South,18390,Paid,2024-02-17,2024-02-18,1.0
INV0569,XYZ Corp,North,30682,Pending,2024-02-27,,
INV0570,XYZ Corp,South,9700,Paid,2024-01-13,2024-01-15,2.0
INV0571,XYZ Corp,North,20373,Paid,2024-02-18,2024-02-13,-5.0
INV0572,Omega Inc,East,44455,Pending,2024-02-28,,
INV0573,Delta Ltd,East,14612,Pending,2024-02-10,,
INV0574,ABC Pvt Ltd,East,4482,Pending,2024-02-23,,
INV0575,Alpha Co,North,24800,Paid,2024-02-22,2024-02-23,1.0
INV0576,ABC Pvt Ltd,North,23132,Paid,2024-01-25,2024-01-22,-3.0
INV0577,Omega Inc,East,21901,Pending,2024-01-25,,
INV0578,XYZ Corp,West,15749,Pending,2024-02-25,,
INV0579,Alpha Co,North,20445,Paid,2024-01-31,2024-01-30,-1.0
INV0580,Omega Inc,East,21253,Paid,2024-02-29,2024-02-26,-3.0
INV0581,XYZ Corp,East,37647,Paid,2024-01-23,2024-02-01,9.0
INV0582,Delta Ltd,North,31932,Pending,2024-01-23,,
INV0583,ABC Pvt Ltd,North,27166,Pending,2024-01-27,,
INV0584,ABC Pvt Ltd,East,49713,Pending,2024-02-15,,
INV0585,ABC Pvt Ltd,North,43555,Paid,2024-01-18,2024-01-23,5.0
INV0586,Alpha Co,East,4137,Pending,2024-01-13,,
INV0587,Omega Inc,East,38227,Pending,2024-01-15,,
INV0588,XYZ Corp,West,42216,Paid,2024-01-28,2024-01-23,-5.0
INV0589,Alpha Co,South,18761,Pending,2024-02-28,,
INV0590,XYZ Corp,West,32323,Paid,2024-02-23,2024-02-29,6.0
INV0591,Alpha Co,North,4816,Pending,2024-01-27,,
INV0592,Delta Ltd,West,19804,Paid,2024-01-26,2024-01-23,-3.0
INV0593,Omega Inc,East,26767,Pending,2024-02-01,,
INV0594,ABC Pvt Ltd,East,24698,Pending,2024-02-10,,
INV0595,Alpha Co,West,30830,Paid,2024-01-23,2024-01-24,1.0
INV0596,Omega Inc,North,28267,Paid,2024-01-21,2024-01-30,9.0
INV0597,Omega Inc,North,11496,Pending,2024-02-07,,
INV0598,XYZ Corp,East,25820,Paid,2024-02-09,2024-02-15,6.0
INV0599,Delta Ltd,South,39313,Paid,2024-01-07,2024-01-07,0.0
INV0600,Alpha Co,East,42268,Paid,2024-01-22,2024-01-19,-3.0
INV0601,Delta Ltd,East,39898,Paid,2024-02-15,2024-02-20,5.0
INV0602,ABC Pvt Ltd,South,42298,Paid,2024-01-29,2024-02-07,9.0
INV0603,Omega Inc,East,27031,Pending,2024-01-31,,
INV0604,Delta Ltd,North,28771,Pending,2024-01-03,,
INV0605,XYZ Corp,East,36441,Paid,2024-01-02,2024-01-08,6.0
INV0606,Alpha Co,West,23061,Paid,2024-02-28,2024-02-24,-4.0
INV0607,Omega Inc,West,34659,Paid,2024-02-17,2024-02-14,-3.0
INV0608,Omega Inc,West,25556,Pending,2024-02-14,,
INV0609,XYZ Corp,East,1696,Pending,2024-02-20,,
INV0610,Omega Inc,East,15178,Paid,2024-02-04,2024-02-12,8.0
INV0611,XYZ Corp,South,47383,Paid,2024-01-14,2024-01-21,7.0
INV0612,Delta Ltd,West,45113,Paid,2024-01-04,2024-01-05,1.0
INV0613,XYZ Corp,East,30735,Paid,2024-01-02,2024-01-07,5.0
INV0614,ABC Pvt Ltd,South,43984,Paid,2024-01-29,2024-02-05,7.0
INV0615,Omega Inc,West,14493,Paid,2024-02-27,2024-02-29,2.0
INV0616,Delta Ltd,East,49724,Pending,2024-02-15,,
INV0617,Omega Inc,East,20662,Paid,2024-01-03,2024-01-10,7.0
INV0618,ABC Pvt Ltd,West,18459,Pending,2024-01-18,,
INV0619,Omega Inc,North,41396,Pending,2024-02-10,,
INV0620,XYZ Corp,North,26066,Paid,2024-02-17,2024-02-15,-2.0
INV0621,XYZ Corp,North,18229,Paid,2024-01-22,2024-01-30,8.0
INV0622,XYZ Corp,North,4113,Pending,2024-01-28,,
INV0623,XYZ Corp,North,27147,Pending,2024-02-24,,
INV0624,Delta Ltd,East,15485,Paid,2024-01-07,2024-01-06,-1.0
INV0625,Alpha Co,East,27463,Paid,2024-01-16,2024-01-17,1.0
INV0626,ABC Pvt Ltd,North,41253,Paid,2024-01-04,2024-01-05,1.0
INV0627,ABC Pvt Ltd,East,39947,Pending,2024-01-26,,
INV0628,Omega Inc,West,15881,Pending,2024-01-13,,
INV0629,Omega Inc,North,42122,Pending,2024-01-09,,
INV0630,Alpha Co,South,12613,Pending,2024-02-29,,
INV0631,XYZ Corp,South,43556,Paid,2024-01-05,2024-01-07,2.0
INV0632,Omega Inc,East,1867,Pending,2024-02-12,,
INV0633,Omega Inc,North,24804,Pending,2024-01-10,,
INV0634,ABC Pvt Ltd,South,41085,Pending,2024-02-19,,
INV0635,Omega Inc,West,14812,Pending,2024-01-21,,
INV0636,XYZ Corp,West,17858,Pending,2024-02-23,,
INV0637,Delta Ltd,South,13303,Paid,2024-01-13,2024-01-21,8.0
INV0638,ABC Pvt Ltd,West,15832,Paid,2024-01-31,2024-01-26,-5.0
INV0639,ABC Pvt Ltd,West,22206,Paid,2024-02-01,2024-02-05,4.0
INV0640,ABC Pvt Ltd,South,12665,Pending,2024-02-16,,
INV0641,XYZ Corp,East,48198,Pending,2024-02-07,,
INV0642,Delta Ltd,East,43768,Pending,2024-01-18,,
INV0643,ABC Pvt Ltd,East,11088,Paid,2024-02-24,2024-02-25,1.0
INV0644,XYZ Corp,South,49516,Pending,2024-02-14,,
INV0645,XYZ Corp,North,13618,Paid,2024-02-03,2024-02-12,9.0
INV0646,Delta Ltd,North,19666,Paid,2024-01-23,2024-01-27,4.0
INV0647,XYZ Corp,South,25926,Paid,2024-02-18,2024-02-26,8.0
INV0648,XYZ Corp,North,17559,Paid,2024-01-19,2024-01-17,-2.0
INV0649,ABC Pvt Ltd,East,34242,Pending,2024-01-18,,
INV0650,Omega Inc,West,18225,Paid,2024-01-03,2023-12-30,-4.0
INV0651,XYZ Corp,East,4999,Pending,2024-02-28,,
INV0652,XYZ Corp,South,39983,Pending,2024-02-10,,
INV0653,Delta Ltd,East,17507,Pending,2024-02-03,,
INV0654,XYZ Corp,East,29698,Pending,2024-01-08,,
INV0655,Omega Inc,South,34961,Paid,2024-02-10,2024-02-17,7.0
INV0656,XYZ Corp,South,7489,Paid,2024-01-03,2023-12-30,-4.0
INV0657,Alpha Co,West,14527,Paid,2024-01-06,2024-01-05,-1.0
INV0658,Omega Inc,East,1386,Paid,2024-01-02,2023-12-31,-2.0
INV0659,Omega Inc,West,46949,Pending,2024-02-26,,
INV0660,Delta Ltd,South,35991,Pending,2024-02-09,,
INV0661,Delta Ltd,West,32049,Pending,2024-02-08,,
INV0662,XYZ Corp,South,44393,Paid,2024-01-23,2024-02-01,9.0
INV0663,Delta Ltd,South,27396,Pending,2024-01-12,,
INV0664,Delta Ltd,East,37487,Paid,2024-01-15,2024-01-18,3.0
INV0665,Delta Ltd,South,15742,Paid,2024-02-23,2024-02-21,-2.0
